audio_id,file_name,category,resolved_path,duration,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std
audio_0583,audio_0583.mp3,whisper,..\..\data\raw\audio\audio_0583.mp3,23.42231292517007,0.16118226945400238,0.04526175558567047,0.22189309882928643,0.062355290330242216,2477.8970667300837,445.709207580877,1184.94469597367,115.62973933367547,3874.9415175529607,445.35310631518814
audio_0584,audio_0584.mp3,whisper,..\..\data\raw\audio\audio_0584.mp3,16.081133786848074,0.17253297567367554,0.07188782840967178,0.07569698097041846,0.05277750856950158,1371.7018757171645,704.4462485208301,1483.8534412217457,556.1094855397929,2422.5319602272725,1469.0882918341401
audio_0585,audio_0585.mp3,whisper,..\..\data\raw\audio\audio_0585.mp3,10.565079365079365,0.11397454887628555,0.058304157108068466,0.06895366467927631,0.046271389171542665,1922.9926642188898,693.845289047406,2253.4323646705147,383.9873427929933,4207.285670230263,1528.221479547828
audio_0586,audio_0586.mp3,whisper,..\..\data\raw\audio\audio_0586.mp3,18.456598639455784,0.004837992135435343,0.0034421845339238644,0.2597121904481132,0.11198531841549418,3861.9797237659577,1182.6875604948834,2978.5519121242173,379.9487928230444,7551.504735406839,1707.9684822568777
audio_0587,audio_0587.mp3,whisper,..\..\data\raw\audio\audio_0587.mp3,3.442358276643991,0.0009077269351109862,0.0013924794038757682,0.35630439911912754,0.17401441502238027,4686.442266447246,1710.6715492312103,2105.364509147124,867.9638121780731,7137.028431732382,2661.032207454883
audio_0588,audio_0588.mp3,whisper,..\..\data\raw\audio\audio_0588.mp3,9.822086167800453,0.14380423724651337,0.07679042220115662,0.051954737249410375,0.03346488002647724,1036.7687713439766,444.50580857517184,1306.3545000762253,329.09387939306856,2166.8039573813385,1155.3511279775873
audio_0589,audio_0589.mp3,whisper,..\..\data\raw\audio\audio_0589.mp3,20.259410430839,0.031653568148612976,0.01817108690738678,0.13254794440864834,0.08946225491611876,1642.5035813630911,942.957610917666,963.4317038118976,456.40402399125924,2359.168361388531,1530.996617879359
audio_0590,audio_0590.mp3,mechanical,..\..\data\raw\audio\audio_0590.mp3,26.71160997732426,0.012385902926325798,0.015004395507276058,0.4003460815323632,0.21913713797482498,5233.277775377417,1739.2571802244968,2836.968119646506,352.700815808077,8391.831618904756,1487.9299579968874
audio_0591,audio_0591.mp3,mechanical,..\..\data\raw\audio\audio_0591.mp3,4.202857142857143,0.0024462584406137466,0.0027002617716789246,0.04150658911401099,0.0356832279143134,953.9365512735457,384.05496351917037,1428.6775776019542,271.27524018358207,1600.200946514423,848.2672477782677
audio_0592,audio_0592.mp3,mechanical,..\..\data\raw\audio\audio_0592.mp3,3.4191383219954647,0.09669685363769531,0.05446003004908562,0.01388962204391892,0.009014419861748094,750.0540953271,511.1360016843392,1499.255415470306,598.2925971735694,1667.4410433382602,1202.0824737931237
audio_0593,audio_0593.mp3,mechanical,..\..\data\raw\audio\audio_0593.mp3,19.866031746031744,0.00507260812446475,0.011265910230576992,0.22824866749415887,0.23348995685575485,3491.451119337441,1949.0364129605402,2533.1769244444085,683.0140484203354,6361.967254353461,2318.973893343685
audio_0594,audio_0594.mp3,mechanical,..\..\data\raw\audio\audio_0594.mp3,13.460090702947845,0.024431822821497917,0.03370159491896629,0.17971023033405173,0.12578094760681693,3017.811836460363,1695.040002991339,2141.246922606967,1169.3278391236172,5578.417589911099,3068.6812790655326
audio_0595,audio_0595.mp3,mechanical,..\..\data\raw\audio\audio_0595.mp3,16.0,0.024961082264780998,0.025392483919858932,0.16149866961050724,0.05968793267418853,1916.906211608322,810.7098123905914,1140.7513543314492,650.9892132512048,3098.98681640625,1617.1508388546267
